PMID,country
34928484,United Kingdom
34928484,United States
23539257,United States
35380419,China
35380419,United States
7865492,South Korea
31652034,Turkey
26110038,Austria
25614082,Japan
27467121,China
27467121,Japan
27467121,Taiwan
27783849,Japan
27783849,United States
34716979,Japan
18081877,Japan
18294294,Japan
33583887,Japan
8705759,Netherlands
10325782,Sweden
11124928,United Kingdom
12937042,United Kingdom
24938849,United States
25203488,United States
27447940,United States
32888343,United States
22272732,United States
25634244,Kenya
12793889,Netherlands
36173041,Sweden
36173041,United States
36883206,China
25223731,Germany
21272053,Sweden
22725836,United States
27145733,Germany
27198625,France
27198625,Spain
27198625,Netherlands
27447737,Belgium
27447737,Switzerland
29168205,Spain
29168205,United Kingdom
29168205,United States
36437688,United Kingdom
36437688,United States
18341676,United Kingdom
28391619,United Kingdom
25066676,United States
25605628,Japan
37005373,United Kingdom
24304103,France
25761372,United States
31907928,United States
32297318,Sweden
38164096,XZC)
34545626,United States
34448313,France
34448313,Italy
34448313,New Zealand
34448313,Spain
34448313,United Kingdom
34448313,United States
30779341,Greece
17590215,United States
38221808,United States
17162718,United States
35034364,France
35034364,Spain
35034364,United Kingdom
35034364,United States
28860264,France
28860264,Germany
28860264,-ulmde
28860264,United Kingdom
28860264,United States
28860264,Netherlands
34737220,Belgium
34737220,Denmark
34737220,France
34737220,Germany
34737220,Greece
34737220,Hungary
34737220,Italy
34737220,Norway
34737220,Poland
34737220,Sweden
34737220,Switzerland
34737220,Netherlands
34737220,United Kingdom
39060015,Canada
39060015,Ireland
39060015,Poland
39060015,Sweden
39060015,United States
34649978,Japan
33432670,United States
35898121,Denmark
34098559,Japan
36996783,United States
35598594,Netherlands
20197703,United States
31689706,United Kingdom
20054522,Japan
31897524,Denmark
31897524,Ireland
31897524,United Kingdom
31897524,United States
34009435,Australia
34009435,Norway
27900446,Canada
27900446,France
27900446,Sweden
27900446,Switzerland
27900446,Netherlands
27900446,United Kingdom
27900446,United States
34546436,United States
38170256,Egypt
26886017,United States
29943192,United States
38278871,China
38278871,Ireland
38278871,United States
38987363,France
26392296,United States
30721341,France
30721341,Germany
30721341,Italy
30721341,United States
28265691,United States
29850937,United States
29168012,Netherlands
31919579,Argentina
31919579,Hungary
31919579,Spain
38592485,Germany
29948065,France
29948065,Netherlands
39417870,France
24153446,China
20217051,United States
20585761,United States
22763666,United States
26105109,United States
25527035,United States
35732751,Germany
35732751,United Kingdom
31016340,Netherlands
27126621,China
20703476,United States
36520177,Switzerland
19198838,China
31222392,United States
26581899,Netherlands
30084103,United States
36856870,Turkey
37058253,Italy
37148373,South Korea
37389679,Canada
38869623,United States
33165633,Germany
32076819,Germany
37707566,Germany
30941562,Czechia
30941562,Lithuania
30941562,China
30941562,Slovak Republic
30941562,Taiwan
30941562,United States
28871410,China
28871410,United States
19711148,United States
29956034,Denmark
35488938,Australia
35488938,Estonia
35488938,France
35488938,Germany
35488938,Hungary
35488938,Ireland
35488938,Israel
35488938,Italy
35488938,Norway
35488938,Romania
35488938,Slovenia
35488938,Spain
35488938,Sweden
35488938,Switzerland
35488938,United States
30911926,Germany
30911926,Switzerland
30911926,United Kingdom
22411260,France
24638207,Finland
33580351,Brazil
33580351,United States
36719506,Italy
36719506,Spain
38480601,Italy
27832366,United Kingdom
29850990,Austria
39302614,Japan
39302614,United States
31889230,Japan
31875936,Japan
37910313,Japan
26907087,United States
22723185,Poland
29959111,Canada
30093372,United States
35025755,United States
36040766,United States
37490017,Italy
29712630,Canada
26499966,United States
27742605,United States
27142044,Germany
28103623,United States
32778913,Italy
32778913,United Kingdom
33507363,Denmark
33507363,Netherlands
33507363,United Kingdom
34528132,United Kingdom
38240811,Austria
38240811,Canada
38240811,Germany
38951182,Australia
38951182,Germany
38951182,Iran
38951182,Tunisia
38951182,United States
19638505,United States
17148774,United States
20403926,United Kingdom
34864993,Netherlands
20921291,United Kingdom
32862232,Argentina
32862232,Brazil
32862232,Canada
32862232,China
32862232,Denmark
32862232,Germany
32862232,Hungary
32862232,India
32862232,Japan
32862232,South Korea
32862232,Mexico
32862232,Peru
32862232,Philippines
32862232,Poland
32862232,Russia
32862232,Spain
32862232,Sweden
32862232,Netherlands
32862232,United Kingdom
32862232,United States
32862232,Ukraine
32862232,Vietnam
33650630,Japan
26503990,United Kingdom
21926153,United Kingdom
35394019,United Kingdom
29360237,Canada
29360237,China
29360237,Finland
29360237,Kuwait
29360237,Louisiana
29360237,Saudi Arabia
33140542,United States
33591621,Argentina
33591621,United States
33591621,Georgia
28643425,Canada
28643425,Denmark
28643425,Germany
28643425,Spain
28643425,United States
30047216,Denmark
30129089,China
30129089,Mexico
30129089,South Korea
30129089,Russia
20236990,Thailand
27940571,United Kingdom
31087085,United States
35217858,United States
22443353,United States
26331280,Japan
30653704,Swansea
30653704,United Kingdom
22623617,United Kingdom
15084240,United Kingdom
28399902,China
28399902,France
28399902,Japan
28399902,South Korea
28399902,Switzerland
28399902,Taiwan
28399902,United States
34425869,Belgium
34425869,Japan
34425869,United States
24913266,France
31900187,United States
35831898,China
24526821,France
24526821,Italy
16280065,Germany
18687132,Switzerland
21871112,France
25619170,France
26088759,United States
28219399,France
30567590,Japan
31757216,Germany
31752952,Italy
36550559,Finland
37946226,Belgium
37946226,Germany
37946226,Spain
37946226,United Kingdom
35656740,Denmark
36549898,United States
30117230,Austria
39392040,Australia
39392040,China
39392040,Norway
39392040,United Kingdom
39392040,United States
11602542,Belgium
24064228,Austria
32719097,Belgium
32719097,Canada
32719097,-mhiorg
32719097,Israel
32719097,United States
15367512,Netherlands
3314726,United Kingdom
2185701,Denmark
1533504,Canada
7574855,Netherlands
1953010,Italy
26453575,United Kingdom
23144450,United States
23962455,United States
27130908,Bosnia
27130908,Bulgaria
27130908,Chile
27130908,Lithuania
27130908,Mexico
27130908,Philippines
27130908,Poland
27130908,South Korea
27130908,Ukraine
27457511,China
27457511,France
27457511,Germany
27457511,Italy
27457511,United Kingdom
27457511,United States
27474763,Ireland
27474763,Italy
27474763,Switzerland
27474763,United Kingdom
27474763,United States
31666237,United Kingdom
21893583,United States
19666924,Japan
26198280,Germany
26568636,Austria
26568636,United Kingdom
26568636,United States
35332807,Denmark
35332807,United States
24786933,China
24786933,United States
25548107,United States
27784751,Denmark
29618012,Germany
32726408,Taiwan
38833581,Germany
29389015,United States
29032769,United States
21135050,United Kingdom
21930596,Canada
24060993,United States
22716999,United Kingdom
25156528,United States
27836982,United States
30202883,United States
30535269,United States
18485172,Norway
19538406,Sweeden
39572389,Croatia
11777865,Spain
15611537,United Kingdom
39078038,Switzerland
23580608,United States
24884894,Malawi
32694043,Iran
37929809,Egypt
37929809,State of Palestine
37929809,Saudi Arabia
34862226,Australia
34862226,Austria
34862226,Qatar
34862226,United Kingdom
27481375,United Kingdom
26355674,United States
35848575,Malawi
35848575,United States
23275313,United States
22555194,United States
19097942,Germany
30195996,Malawi
30195996,United States
31630990,Belgium
31630990,United States
21216197,United States
22236384,United Kingdom
29525492,France
29525492,United Kingdom
20557927,South Africa
23177515,United States
26144908,United States
34265255,United Kingdom
34097856,Brazil
34097856,United States
34774197,United Kingdom
19447249,United Kingdom
21233014,United States
30220622,United Kingdom
26586096,France
26586096,Switzerland
26139153,Canada
26139153,India
26139153,United States
32618265,Louisiana
32618265,United States
32618265,Zambia
36395746,Cameroon
36395746,Maryland
23208880,United States
21962194,United States
25855300,Germany
25855300,United States
22494346,United States
31784702,China
25287751,Denmark
31113987,Japan
23949835,United States
33654204,Australia
33654204,Canada
33654204,Germany
33654204,Italy
33654204,Netherlands
33654204,Spain
33654204,Switzerland
33654204,United States
32128561,Massachusetts
32128561,North Carolina
25367835,United States
26979570,United States
27701902,United States
37537928,United States
28528566,Netherlands
28528566,United States
22882198,United Kingdom
33966331,Belgium
33966331,Germany
33966331,Netherlands
39248039,Singapore
39248039,Switzerland
39248039,United Kingdom
39248039,United States
26212846,New Zealand
32839161,United Kingdom
32839161,Netherlands
16277690,France
29921318,France
29921318,Germany
29921318,United Kingdom
29921318,United States
31138316,France
31138316,Germany
31138316,Italy
31138316,Poland
31138316,United Kingdom
31138316,United States
35365179,United Kingdom
16720003,United Kingdom
23838501,India
33148357,United States
20299490,United States
22106341,Sweden
33908425,Jacobsohn)
29807936,Ont
25802309,Mass
38428970,Sweden
11120549,Brazil
25029046,Brazil
27433887,United States
18612883,United States
22028176,United States
32847397,Georgia
29351490,Louisiana
22442025,United States
26769956,Slovenia
26769956,Sweden
26769956,United Kingdom
11554388,United States
28426886,Canada
28426886,France
28426886,Sweden
28426886,United Kingdom
28426886,United States
32548624,Netherlands
22931923,United States
22437411,United States
22913981,United States
27250744,United States
20167818,United States
24500418,Alabama
32236425,Alabama
32236425,United States
32236425,Illinois
32236425,Massachusetts
32236425,Missouri
32236425,Pennsylvania
32236425,Utah
35100373,United States
19747634,United States
20304086,United States
22306735,United States
25849208,Virginia
29353109,Maryland
29933069,Canada
29933069,United States
30059785,United States
30059785,Indiana
30059785,New Jersey
30059785,Pennsylvania
22067423,United States
22791040,United States
30060090,United States
30884964,Denmark
30884964,HW)
30884964,Sweden
38581389,Argentina
38581389,Australia
38581389,United States
38581389,Bulgaria
38581389,Canada
38581389,China
38581389,Denmark
38581389,Germany
38581389,Hungary
38581389,IZ)
38581389,India
38581389,Israel
38581389,Jackson
38581389,Kyiv
38581389,M
38581389,Poland
38581389,RDL)
38581389,South Korea
38581389,Romania
38581389,Russia
38581389,Serbia
38581389,Spain
38581389,Netherlands
22179536,Canada
25533966,Dominican Republic
35266409,Dominican Republic
35266409,SK)
35266409,United Kingdom
39034917,AHJD)
39034917,ER)
39034917,JAD)
39034917,MM)
39034917,United States
39034917,UL)
39034917,Netherlands
28739973,GG)
34428927,ATL)
34428927,United States
34428927,DL)
34428927,Dominican Republic
34428927,JMS)
32576090,United Kingdom
34078103,HBvdW)
34078103,Netherlands
36876480,AdH)
36876480,France
21700944,United States
29440582,United Kingdom
18540954,United States
17978594,United States
18247097,United States
19705205,United States
20204538,United States
16050885,United States
32929634,United States
29616582,Japan
37038751,P
38047534,China
36004426,Netherlands
28419385,United States
28419385,Reproductive Sciences
20404313,United Kingdom
23325902,United States
21068427,United States
24132374,Charlottesville
26962712,United States
28803675,United States
29606370,United States
32347780,Georgia
23788462,United States
30024784,Australia
18235126,United States
35230884,Japan
35230884,Tokyo
35324317,South Korea
35167329,United States
35759733,United States
35737919,Canada
35737919,South Korea
35737919,United States
35737919,Russia
35737919,Spain
35737919,Taiwan
35737919,United Kingdom
35737919,Vietnam
36763936,Belgium
36763936,France
36763936,Italy
36763936,Japan
36763936,United States
36763936,Spain
36763936,United Kingdom
37713657,Argentina
37713657,Brazil
37713657,Canada
37713657,Chile
37713657,China
37713657,Colombia
37713657,Germany
37713657,United States
37713657,Italy
37713657,Japan
37713657,Poland
37713657,Romania
37713657,Spain
37590894,Germany
37590894,Switzerland
37689979,Australia
37689979,United States
37689979,China
37689979,France
37689979,Germany
37689979,Italy
37689979,Japan
37689979,South Korea
37689979,Spain
37689979,Taiwan
37689979,Netherlands
17634487,United States
18955447,United States
20008620,United States
20498391,United States
21300930,United States
21282543,United States
21115869,United States
22025149,United States
23182987,United States
23129742,China
24419115,United States
24711548,New Zealand
25332243,United States
25624432,Belgium
25422488,United States
25713437,United States
25964244,United States
29741630,USA wwwlinkedincom/in/halimabbas
29741630,United States
32949568,United States
32949568,Colorado
32949568,Georgia
32949568,Illinois
32949568,Missouri
32949568,Pennsylvania
32949568,Tennessee
36603187,United States
36603187,Australia
20651074,United States
27802969,United States
27802969,United Kingdom
20081092,United States
22327223,United States
23861248,United States
32040546,France
32040546,United States
32040546,United Kingdom
32047896,United States
32047896,Austria
32047896,Canada
32047896,Iran
31484647,Spain
31484647,and
33367544,Boston MA
33367544,United States
33367544,and
33876209,Belgium
33876209,Italy
33876209,Switzerland
33876209,United Kingdom
31107327,China
29480886,Netherlands
37450701,Netherlands
22150524,United States
30740695,Massachusetts
30740695,United States
30740695,Pennsylvania
30740695,Poland
